utc,latitude,longitude
2018-Jan-11 17:34:03Z,37.42173287452422,-122.11417461239708
2018-Jan-11 17:34:03Z,37.4217329814967,-122.11417468027696
2018-Jan-11 17:34:03Z,37.4217329814967,-122.11417468027696
2018-Jan-11 17:34:03Z,37.4217330655179,-122.11417475212001
2018-Jan-11 17:34:03Z,37.42173316095775,-122.11417483358784
2018-Jan-11 17:34:03Z,37.42173316095775,-122.11417483358784
2018-Jan-11 17:34:04Z,37.42173326934372,-122.1141749212847
2018-Jan-11 17:34:04Z,37.421733389171145,-122.11417501234477
2018-Jan-11 17:34:04Z,37.421733389171145,-122.11417501234477
2018-Jan-11 17:34:04Z,37.421733493756335,-122.11417507838226
2018-Jan-11 17:34:04Z,37.421733601328086,-122.11417514619487
2018-Jan-11 17:34:04Z,37.421733601328086,-122.11417514619487
2018-Jan-11 17:34:04Z,37.42173369529582,-122.11417519136266
2018-Jan-11 17:34:04Z,37.42173379553957,-122.11417524478478
2018-Jan-11 17:34:04Z,37.42173379553957,-122.11417524478478
2018-Jan-11 17:34:04Z,37.42173388450147,-122.11417530892709
2018-Jan-11 17:34:04Z,37.421733980807645,-122.11417538234983
2018-Jan-11 17:34:04Z,37.421733980807645,-122.11417538234983
2018-Jan-11 17:34:04Z,37.42173406816064,-122.11417543790141
2018-Jan-11 17:34:04Z,37.42173416264947,-122.11417549610181
2018-Jan-11 17:34:04Z,37.42173416264947,-122.11417549610181
2018-Jan-11 17:34:05Z,37.421734250559396,-122.11417553839259
2018-Jan-11 17:34:05Z,37.42173434433497,-122.11417558713109
2018-Jan-11 17:34:05Z,37.42173434433497,-122.11417558713109
2018-Jan-11 17:34:05Z,37.4217344022457,-122.1141756231925
2018-Jan-11 17:34:05Z,37.42173446626309,-122.11417566667458
2018-Jan-11 17:34:05Z,37.42173446626309,-122.11417566667458
2018-Jan-11 17:34:05Z,37.42173449888733,-122.11417570075895
2018-Jan-11 17:34:05Z,37.42173454532404,-122.1141757416663
2018-Jan-11 17:34:05Z,37.42173454532404,-122.1141757416663
2018-Jan-11 17:34:05Z,37.421734598284296,-122.11417577705107
2018-Jan-11 17:34:05Z,37.421734665561836,-122.11417581898276
2018-Jan-11 17:34:05Z,37.421734665561836,-122.11417581898276
2018-Jan-11 17:34:05Z,37.421734712470794,-122.1141758583428
2018-Jan-11 17:34:05Z,37.42173476567532,-122.11417590173414
2018-Jan-11 17:34:05Z,37.42173476567532,-122.11417590173414
2018-Jan-11 17:34:06Z,37.421734801748606,-122.11417594322346
2018-Jan-11 17:34:06Z,37.4217348453388,-122.11417598736789
2018-Jan-11 17:34:06Z,37.4217348453388,-122.11417598736789
2018-Jan-11 17:34:06Z,37.42173490742811,-122.11417603156498
2018-Jan-11 17:34:06Z,37.42173497934345,-122.11417607758955
2018-Jan-11 17:34:06Z,37.42173497934345,-122.11417607758955
2018-Jan-11 17:34:06Z,37.42173504028308,-122.11417612425957
2018-Jan-11 17:34:06Z,37.42173510093611,-122.11417617142405
2018-Jan-11 17:34:06Z,37.42173510093611,-122.11417617142405
2018-Jan-11 17:34:06Z,37.421735181400784,-122.11417621977544
2018-Jan-11 17:34:06Z,37.42173526399546,-122.11417626866334
2018-Jan-11 17:34:06Z,37.42173526399546,-122.11417626866334
2018-Jan-11 17:34:06Z,37.42173536604679,-122.11417635016402
2018-Jan-11 17:34:06Z,37.42173546334958,-122.11417642979562
2018-Jan-11 17:34:06Z,37.42173546334958,-122.11417642979562
2018-Jan-11 17:34:07Z,37.42173557678047,-122.11417653953909
2018-Jan-11 17:34:07Z,37.421735688022736,-122.1141766430929
2018-Jan-11 17:34:07Z,37.421735688022736,-122.1141766430929
2018-Jan-11 17:34:07Z,37.42173580030721,-122.11417672963285
2018-Jan-11 17:34:07Z,37.42173590967676,-122.11417680864909
2018-Jan-11 17:34:07Z,37.42173590967676,-122.11417680864909
